Date,Year,Months,Item,Domain,Area,Element,Value
2016-02-27,2016.0,February,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1029.31
2016-02-28,2016.0,February,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1036.21
2016-02-29,2016.0,February,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1043.10
2016-03-01,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1050.00
2016-03-02,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1062.90
2016-03-03,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1075.81
2016-03-04,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1088.71
2016-03-05,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1101.61
2016-03-06,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1114.52
2016-03-07,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1127.42
2016-03-08,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1140.32
2016-03-09,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1153.23
2016-03-10,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1166.13
2016-03-11,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1179.03
2016-03-12,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1191.94
2016-03-13,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1204.84
2016-03-14,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1217.74
2016-03-15,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.65
2016-03-16,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1243.55
2016-03-17,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1256.45
2016-03-18,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1269.35
2016-03-19,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1282.26
2016-03-20,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1295.16
2016-03-21,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1308.06
2016-03-22,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1320.97
2016-03-23,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1333.87
2016-03-24,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1346.77
2016-03-25,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1359.68
2016-03-26,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1372.58
2016-03-27,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1385.48
2016-03-28,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1398.39
2016-03-29,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1411.29
2016-03-30,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1424.19
2016-03-31,2016.0,March,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1437.10
2016-04-01,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1450.00
2016-04-02,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1436.67
2016-04-03,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1423.33
2016-04-04,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1410.00
2016-04-05,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1396.67
2016-04-06,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1383.33
2016-04-07,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1370.00
2016-04-08,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1356.67
2016-04-09,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1343.33
2016-04-10,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1330.00
2016-04-11,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1316.67
2016-04-12,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1303.33
2016-04-13,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1290.00
2016-04-14,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1276.67
2016-04-15,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1263.33
2016-04-16,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1250.00
2016-04-17,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1236.67
2016-04-18,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1223.33
2016-04-19,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1210.00
2016-04-20,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1196.67
2016-04-21,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1183.33
2016-04-22,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1170.00
2016-04-23,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1156.67
2016-04-24,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1143.33
2016-04-25,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1130.00
2016-04-26,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1116.67
2016-04-27,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1103.33
2016-04-28,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1090.00
2016-04-29,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1076.67
2016-04-30,2016.0,April,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1063.33
2016-05-01,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1050.00
2016-05-02,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1045.16
2016-05-03,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1040.32
2016-05-04,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1035.48
2016-05-05,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1030.65
2016-05-06,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1025.81
2016-05-07,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1020.97
2016-05-08,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1016.13
2016-05-09,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1011.29
2016-05-10,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1006.45
2016-05-11,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1001.61
2016-05-12,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),996.77
2016-05-13,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),991.94
2016-05-14,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),987.10
2016-05-15,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),982.26
2016-05-16,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),977.42
2016-05-17,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),972.58
2016-05-18,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),967.74
2016-05-19,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),962.90
2016-05-20,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),958.06
2016-05-21,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),953.23
2016-05-22,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),948.39
2016-05-23,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),943.55
2016-05-24,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),938.71
2016-05-25,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),933.87
2016-05-26,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),929.03
2016-05-27,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),924.19
2016-05-28,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),919.35
2016-05-29,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),914.52
2016-05-30,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),909.68
2016-05-31,2016.0,May,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),904.84
2016-06-01,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),900.00
2016-06-02,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),905.00
2016-06-03,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),910.00
2016-06-04,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),915.00
2016-06-05,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),920.00
2016-06-06,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),925.00
2016-06-07,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),930.00
2016-06-08,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),935.00
2016-06-09,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),940.00
2016-06-10,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),945.00
2016-06-11,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),950.00
2016-06-12,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),955.00
2016-06-13,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),960.00
2016-06-14,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),965.00
2016-06-15,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),970.00
2016-06-16,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),975.00
2016-06-17,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),980.00
2016-06-18,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),985.00
2016-06-19,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),990.00
2016-06-20,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),995.00
2016-06-21,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1000.00
2016-06-22,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1005.00
2016-06-23,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1010.00
2016-06-24,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1015.00
2016-06-25,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1020.00
2016-06-26,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1025.00
2016-06-27,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1030.00
2016-06-28,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1035.00
2016-06-29,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1040.00
2016-06-30,2016.0,June,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1045.00
2016-07-01,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1050.00
2016-07-02,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1059.68
2016-07-03,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1069.35
2016-07-04,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1079.03
2016-07-05,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1088.71
2016-07-06,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1098.39
2016-07-07,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1108.06
2016-07-08,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1117.74
2016-07-09,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1127.42
2016-07-10,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1137.10
2016-07-11,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1146.77
2016-07-12,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1156.45
2016-07-13,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1166.13
2016-07-14,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1175.81
2016-07-15,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1185.48
2016-07-16,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.16
2016-07-17,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1204.84
2016-07-18,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.52
2016-07-19,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1224.19
2016-07-20,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.87
2016-07-21,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1243.55
2016-07-22,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1253.23
2016-07-23,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1262.90
2016-07-24,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.58
2016-07-25,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1282.26
2016-07-26,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.94
2016-07-27,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1301.61
2016-07-28,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1311.29
2016-07-29,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1320.97
2016-07-30,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1330.65
2016-07-31,2016.0,July,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1340.32
2016-08-01,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1350.00
2016-08-02,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1343.55
2016-08-03,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1337.10
2016-08-04,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1330.65
2016-08-05,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1324.19
2016-08-06,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1317.74
2016-08-07,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1311.29
2016-08-08,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1304.84
2016-08-09,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1298.39
2016-08-10,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1291.94
2016-08-11,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1285.48
2016-08-12,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1279.03
2016-08-13,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1272.58
2016-08-14,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1266.13
2016-08-15,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1259.68
2016-08-16,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1253.23
2016-08-17,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1246.77
2016-08-18,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1240.32
2016-08-19,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.87
2016-08-20,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1227.42
2016-08-21,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.97
2016-08-22,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1214.52
2016-08-23,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1208.06
2016-08-24,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1201.61
2016-08-25,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.16
2016-08-26,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1188.71
2016-08-27,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1182.26
2016-08-28,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1175.81
2016-08-29,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1169.35
2016-08-30,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1162.90
2016-08-31,2016.0,August,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1156.45
2016-09-01,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-02,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-03,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-04,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-05,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-06,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-07,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-08,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-09,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-10,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-11,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-12,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-13,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-14,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-15,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-16,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-17,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-18,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-19,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-20,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-21,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-22,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-23,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-24,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-25,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-26,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-27,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-28,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-29,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-09-30,2016.0,September,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-10-01,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1150.00
2016-10-02,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1151.61
2016-10-03,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1153.23
2016-10-04,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1154.84
2016-10-05,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1156.45
2016-10-06,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1158.06
2016-10-07,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1159.68
2016-10-08,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1161.29
2016-10-09,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1162.90
2016-10-10,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1164.52
2016-10-11,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1166.13
2016-10-12,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1167.74
2016-10-13,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1169.35
2016-10-14,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1170.97
2016-10-15,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1172.58
2016-10-16,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1174.19
2016-10-17,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1175.81
2016-10-18,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1177.42
2016-10-19,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1179.03
2016-10-20,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1180.65
2016-10-21,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1182.26
2016-10-22,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1183.87
2016-10-23,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1185.48
2016-10-24,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1187.10
2016-10-25,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1188.71
2016-10-26,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1190.32
2016-10-27,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1191.94
2016-10-28,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1193.55
2016-10-29,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1195.16
2016-10-30,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1196.77
2016-10-31,2016.0,October,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1198.39
2016-11-01,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1200.00
2016-11-02,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1201.67
2016-11-03,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1203.33
2016-11-04,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1205.00
2016-11-05,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1206.67
2016-11-06,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1208.33
2016-11-07,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1210.00
2016-11-08,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1211.67
2016-11-09,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1213.33
2016-11-10,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1215.00
2016-11-11,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1216.67
2016-11-12,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1218.33
2016-11-13,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1220.00
2016-11-14,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1221.67
2016-11-15,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1223.33
2016-11-16,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1225.00
2016-11-17,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1226.67
2016-11-18,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1228.33
2016-11-19,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1230.00
2016-11-20,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1231.67
2016-11-21,2016.0,November,Watermelons,Producer Prices,Malaysia,Producer Price (LCU/tonne),1233.33
